"","AT5G61380","AT1G01060"
"GSM265856.CEL",9.63253508663141,7.80889331759326
"GSM265857.CEL",9.58670752201428,8.46359313049067
"GSM265858.CEL",9.85705228254626,5.71691274598929
"GSM265859.CEL",9.77458434028832,5.78300776262036
"GSM265860.CEL",9.63381259143446,6.01529723328869
"GSM265861.CEL",9.93118850654695,6.26963988142653
"GSM265862.CEL",10.0590923418793,6.26407002593295
"GSM265863.CEL",10.0088339270946,6.26975744845726
"GSM265864.CEL",9.5456992677319,6.01714157726823
"GSM265865.CEL",9.46171324932641,6.24656091046653
"GSM265866.CEL",9.39839029299101,6.15078782955296
"GSM265867.CEL",9.49668288808916,6.34067301230517
"GSM265868.CEL",9.5068330040407,7.04880377027377
"GSM265869.CEL",9.55238790562787,7.61047417517825
"GSM266817.CEL",8.73141548959872,7.36060666071444
"GSM266818.CEL",8.80016602380024,7.25177258039166
"GSM266819.CEL",8.44471893478804,7.47115200529071
"GSM266820.CEL",8.40352448680798,7.6767437555631
"GSM266821.CEL",8.32738836791754,7.69293461159871
"GSM266822.CEL",8.31658114296456,7.7762409747435
"GSM268245.CEL",7.30700028784391,11.2373949285688
"GSM268246.CEL",6.32177550001039,11.189931878371
"GSM268247.CEL",6.82487277488926,11.7587112566884
"GSM268248.CEL",6.29902866410745,11.1773129275311
"GSM268249.CEL",7.77778510866773,8.85305962767348
"GSM268250.CEL",6.80391752313758,11.4773438032139
"GSM268251.CEL",6.28802008871548,11.5271187535378
"GSM268252.CEL",10.1418314880124,6.32413238972603
"GSM268008.CEL",5.51324706387834,8.53373681751884
"GSM268009.CEL",5.80795955877571,8.67036056969381
"GSM268010.CEL",6.20245436158425,8.25836035047544
"GSM269475.CEL",6.23760689065587,8.16571237485061
"GSM269477.CEL",6.75743466264406,7.91090303156128
"GSM269478.CEL",7.00104095936484,8.13942959820403
"GSM269482.CEL",6.10227256785724,7.99964795198145
"GSM269483.CEL",6.51932542720742,7.72964409843005
"GSM269484.CEL",6.39478714038596,7.61723856212471
"GSM269485.CEL",7.37453053380016,8.01986354753881
"GSM269486.CEL",7.40785245714648,7.30697336094577
"GSM269487.CEL",7.2700476092138,7.66241381760953
"GSM269488.CEL",6.06815792706418,7.96790799808861
"GSM269489.CEL",6.32256554644876,7.80282682106158
"GSM269490.CEL",6.4747245837201,8.13001692396106
"GSM269491.CEL",7.55823770791107,7.57623073222365
"GSM269492.CEL",7.37363513174567,7.17686223834488
"GSM269493.CEL",7.59367611556616,7.59480313688756
"GSM269494.CEL",6.12262520300982,6.49538564318336
"GSM269495.CEL",7.34050687661174,7.97986149425191
"GSM269496.CEL",7.14108596796212,8.35743639292284
"GSM269497.CEL",7.30224986000794,8.04489998601461
"GSM269498.CEL",7.47694088611426,7.25687349338362
"GSM269499.CEL",7.26988083342303,7.50289018897806
"GSM269812.CEL",7.69955743847648,7.46086383138651
"GSM269813.CEL",8.26602273488128,7.20517582304931
"GSM269814.CEL",7.81720910657301,6.93767248988381
"GSM269815.CEL",8.13362874436157,7.3808709926707
"GSM269816.CEL",7.84434660566576,7.20420006755036
"GSM269817.CEL",8.27785216708071,7.07947205843147
"GSM269818.CEL",7.46847003448749,7.71376758193523
"GSM269819.CEL",8.40183731391829,7.58306365165238
"GSM269820.CEL",7.99908282812918,6.95512899211428
"GSM269821.CEL",8.38243857668491,7.78346993417056
"GSM269822.CEL",8.15099947470027,6.90631861973852
"GSM269823.CEL",9.0397815563884,6.8979509461088
"GSM269824.CEL",8.09606315837374,7.49006961670362
"GSM269825.CEL",8.91537654299105,6.42934382411259
"GSM269826.CEL",8.12853022350646,6.96855527186282
"GSM269827.CEL",8.32499315415603,7.02871991987887
"GSM269828.CEL",7.73963488115633,7.14066565410911
"GSM269829.CEL",8.32148486779972,7.45492997813857
"GSM269830.CEL",8.01106629182158,7.44284240077493
"GSM269831.CEL",8.58480548862086,6.30174000340848
"GSM269832.CEL",7.9778883998299,7.20608269041182
"GSM269833.CEL",8.41729410821052,6.96045693237676
"GSM271040.CEL",7.18828543896079,7.40792765273709
"GSM271053.CEL",7.57118657466493,6.95464958202085
"GSM271054.CEL",7.22390170026595,7.47852333975402
"GSM271055.CEL",6.9194227775899,7.63971083628713
"GSM271056.CEL",7.29990505316859,7.67080795558094
"GSM271057.CEL",6.90641082682231,8.34678363717932
"GSM271058.CEL",7.11432074199929,7.2116767027804
"GSM271059.CEL",7.4441074381551,6.88933339236791
"GSM271060.CEL",7.24821203687182,7.49519118041557
"GSM271065.CEL",7.75328060321694,7.48048373965355
"GSM271066.CEL",7.7292766958099,6.92139852886476
"GSM271071.CEL",7.69553271094533,7.86292987982467
