"","AT1G26600","AT2G17950"
"GSM298486.CEL",4.35821983839597,4.08038640206723
"GSM298488.CEL",4.77802386180551,4.0814234641328
"GSM298490.CEL",5.14669186758204,3.66966954096267
"GSM298493.CEL",4.76871188292955,3.82121332214377
"GSM298495.CEL",4.71313840326279,3.93951177582897
"GSM298498.CEL",5.13230992175654,3.85442837402579
"GSM299321.CEL",4.76475217616665,3.98533505873979
"GSM299322.CEL",4.51275245411409,3.98684700309035
"GSM299323.CEL",4.37273333720905,3.8429179266919
"GSM299324.CEL",4.5771342432841,3.93646971037687
"GSM299325.CEL",4.34637301675085,4.06114431867371
"GSM299326.CEL",4.49356556976243,3.94331198767055
"GSM299327.CEL",4.16369515039674,3.97553387351684
"GSM299328.CEL",4.22029587028697,3.95407124648549
"GSM299329.CEL",4.36680306734733,3.95385213196885
"GSM299330.CEL",4.10029900431171,3.94606331362886
"GSM299331.CEL",4.18899504853938,3.9828738855576
"GSM299332.CEL",4.27300670028692,3.94641053402111
"GSM299333.CEL",4.44188441467739,3.6424638845107
"GSM299334.CEL",4.5364591397268,3.7890618957626
"GSM299335.CEL",4.2849856570669,3.87674059596256
"GSM299336.CEL",4.26791570141992,3.9446523465039
"GSM299337.CEL",4.29567614080649,3.97616093980107
"GSM299338.CEL",4.569355153857,3.73555699980333
"GSM299339.CEL",4.04622793693266,3.98068471385476
"GSM299340.CEL",4.00180377747913,3.98860059144705
"GSM299341.CEL",4.06251295431295,4.01633232486574
"GSM299408.CEL",4.16773885351164,3.92055687174748
"GSM299409.CEL",4.16594110336532,4.06950181348577
"GSM299410.CEL",4.07429870351182,3.99462309297047
"GSM304028.CEL",4.63574255916303,3.65763704574755
"GSM304029.CEL",4.69444982043589,3.69050404355507
"GSM304031.CEL",4.49013003204792,3.76251941899875
"GSM304032.CEL",4.48603543562469,3.76266990857255
"GSM305281.CEL",5.10398485098048,4.36062504294683
"GSM305282.CEL",4.01289773594908,3.85693339935107
"GSM305283.CEL",4.84468213984234,4.0874085143825
"GSM305284.CEL",4.19704636196713,3.77462879664048
"GSM311266.CEL",4.51695227550954,3.95965939108067
"GSM311267.CEL",4.66844244697616,4.1075151176289
"GSM311268.CEL",5.02418423457588,4.60255222543364
"GSM311269.CEL",5.23123060059759,4.08395764485948
"GSM311270.CEL",5.15960865934318,4.45106974635319
"GSM311271.CEL",5.14113529396406,4.55686535913736
"GSM311287.CEL",4.13144812452144,6.31274256433927
"GSM311288.CEL",4.44961886929952,5.25615310676994
"GSM311289.CEL",4.22569422432929,4.08422277821279
"GSM311290.CEL",4.2979153237334,4.04256666085895
"GSM311291.CEL",4.32002635279914,4.06825812747705
"GSM311292.CEL",4.69874964507852,4.83250886399675
"GSM311293.CEL",4.77185074068632,4.16519324769995
"GSM311294.CEL",4.81400636088899,4.10816620441931
"GSM311295.CEL",4.17586925972467,4.27879219142007
"GSM311296.CEL",4.4801923853203,4.12345542375606
"GSM499418.CEL",4.80914110743561,3.9583518852632
"GSM499419.CEL",4.93279643436724,4.78247609411898
"GSM499420.CEL",4.23207522530491,4.02021484288513
"GSM499421.CEL",4.71912692340619,3.7413349501871
"GSM311273.CEL",4.25576869866556,5.35101949726368
"GSM311274.CEL",4.471281903508,5.32766115610062
"GSM311275.CEL",5.19003110141088,4.07656401116003
"GSM311276.CEL",4.76196599131034,4.33131536177034
"GSM311277.CEL",4.49783374368351,4.27297735547125
"GSM311278.CEL",4.32914549799407,3.96604139089755
"GSM311279.CEL",4.99323724943018,5.19066395340826
"GSM311280.CEL",4.63111520524979,4.45061619738124
"GSM311281.CEL",4.29017070261501,4.42142584145554
"GSM311282.CEL",5.37164315647985,4.22102471190613
"GSM311283.CEL",4.80726883645833,4.08269601678339
"GSM311284.CEL",5.27132119456141,3.89062857544688
"GSM311285.CEL",5.03091281815345,3.90483869831359
"GSM311286.CEL",4.59518924814287,3.87927310090072
"GSM378645.CEL",4.22416839900141,4.44754234560158
"GSM378646.CEL",4.36897276864122,5.28424436817102
"GSM378647.CEL",4.39943366172509,4.00294376739942
"GSM378648.CEL",4.47048066499893,3.96732904639036
"GSM378649.CEL",4.56613583773706,4.08658273040251
"GSM378650.CEL",4.37362567391882,3.81524658141676
"GSM378651.CEL",4.97771588652358,5.01341325732584
"GSM378652.CEL",5.63322172505718,4.49519501741941
"GSM378653.CEL",4.59374886480919,4.47823113382458
"GSM378654.CEL",5.01443088171252,3.84385055077326
"GSM378655.CEL",5.17108208339748,4.22421914267758
"GSM378656.CEL",4.83704863191125,3.80514763351766
"GSM378657.CEL",5.1262863085638,4.18345820005994
"GSM378658.CEL",4.41268857030383,3.96924187795454
"GSM378659.CEL",4.50196024475669,3.90387481700445
"GSM378660.CEL",4.29462305327298,4.24424827402601
"GSM378733.CEL",3.65632161492358,4.47651873138696
"GSM378734.CEL",4.2552052704034,5.02912336032695
"GSM378735.CEL",4.54494464035011,4.35417522809238
"GSM378736.CEL",4.36781459594906,4.64762993413858
"GSM378737.CEL",4.29897306291679,4.69707087695919
"GSM378738.CEL",4.13768828868536,4.28610285409117
"GSM378739.CEL",4.65991670968859,4.58246212536488
